customerID,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,ServiceID
2525-GVKQU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11083
8161-QYMTT,Yes,Fiber optic,No,No,No,No,Yes,Yes,S11084
9581-GVBXT,No phone service,DSL,Yes,No,Yes,No,No,No,S11085
5862-BRIXZ,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,S11086
5404-GGUKR,No,DSL,No,Yes,No,No,No,No,S11087
3308-JSGML,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,S11088
2126-GSEGL,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,S11089
3677-TNKIO,No,Fiber optic,No,No,No,No,No,No,S11090
0440-QEXBZ,Yes,DSL,No,No,No,No,No,No,S11091
2434-EEVDB,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,S11092
6762-QVYJO,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,S11093
6199-IWKGC,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,S11094
2675-DHUTR,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,S11095
8152-VETUR,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,S11096
9667-EQRXU,No phone service,DSL,No,No,Yes,No,Yes,No,S11097
7446-YPODE,Yes,DSL,Yes,Yes,No,No,No,No,S11098
9522-BNTHX,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,S11099
4676-WLUHT,No phone service,DSL,Yes,Yes,No,No,No,Yes,S11100
3329-WDIOK,No phone service,DSL,No,Yes,No,No,Yes,Yes,S11101
7980-MHFLQ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11102
2873-ZLIWT,Yes,Fiber optic,No,No,Yes,Yes,No,No,S11103
3415-TAILE,No,DSL,No,No,No,No,Yes,Yes,S11104
0757-WCUUZ,Yes,DSL,No,No,Yes,No,No,Yes,S11105
1629-DQQVB,No,DSL,Yes,No,No,No,No,No,S11106
1915-IOFGU,No,Fiber optic,No,No,No,No,No,No,S11107
3045-XETSH,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,S11108
0374-AACSZ,No,DSL,Yes,No,No,No,No,No,S11109
7239-HZZCX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11110
4872-VXRIL,Yes,DSL,Yes,Yes,No,Yes,No,No,S11111
9140-CZQZZ,No,DSL,Yes,Yes,No,Yes,Yes,Yes,S11112
3423-HHXAO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11113
9938-TKDGL,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,S11114
0531-ZZJWQ,Yes,Fiber optic,No,No,No,No,No,No,S11115
6537-QLGEX,No phone service,DSL,Yes,No,No,No,Yes,No,S11116
2688-BHGOG,No,Fiber optic,No,No,No,No,No,Yes,S11117
7683-CBDKJ,No,DSL,Yes,Yes,No,No,Yes,No,S11118
0946-CLJTI,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,S11119
3160-TYXLT,No phone service,DSL,Yes,Yes,No,No,No,Yes,S11120
1325-USMEC,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,S11121
0916-QOFDP,Yes,Fiber optic,No,No,No,No,Yes,Yes,S11122
0628-CNQRM,No,DSL,Yes,No,Yes,Yes,Yes,No,S11123
5606-AMZBO,Yes,Fiber optic,Yes,No,No,No,No,No,S11124
6199-IPCAO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11125
7665-TOALD,No,Fiber optic,No,No,No,No,No,No,S11126
0112-QWPNC,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,S11127
0324-BRPCJ,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,S11128
2777-PHDEI,No,Fiber optic,No,No,No,No,Yes,No,S11129
5640-CAXOA,No phone service,DSL,No,No,No,Yes,No,Yes,S11130
2235-EZAIK,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,S11131
3847-BAERP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11132
1196-AMORA,Yes,Fiber optic,No,No,No,No,No,No,S11133
4282-YMKNA,Yes,Fiber optic,No,No,No,No,No,No,S11134
1453-RZFON,No,DSL,Yes,No,No,No,No,No,S11135
8263-OKETD,Yes,DSL,No,Yes,No,Yes,No,Yes,S11136
0670-KDOMA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11137
2476-YGEFM,Yes,Fiber optic,No,No,No,No,No,No,S11138
8687-BAFGU,No,Fiber optic,No,No,No,Yes,No,No,S11139
0641-EVBOJ,No,Fiber optic,Yes,No,No,Yes,No,No,S11140
0829-XXPLX,No,Fiber optic,Yes,No,Yes,No,Yes,No,S11141
9974-JFBHQ,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,S11142
5356-RHIPP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11143
6624-JDRDS,No phone service,DSL,Yes,No,No,No,No,No,S11144
0608-JDVEC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11145
9780-FKVVF,No,DSL,Yes,No,No,No,No,Yes,S11146
1919-RTPQD,No,DSL,No,No,No,No,No,No,S11147
5214-NLTIT,Yes,Fiber optic,No,No,Yes,No,No,Yes,S11148
3345-PBBFH,No,DSL,No,Yes,No,No,No,No,S11149
5055-BRMNE,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,S11150
9189-JWSHV,Yes,Fiber optic,No,No,No,No,Yes,Yes,S11151
2190-PHBHR,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,S11152
2650-GYRYL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11153
0746-JTRFU,No phone service,DSL,No,No,No,No,No,No,S11154
5208-FVQKB,No,DSL,Yes,Yes,No,Yes,No,Yes,S11155
7184-LRUUR,No,DSL,No,Yes,Yes,No,Yes,No,S11156
6627-CFOSN,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,S11157
3982-JGSFD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11158
1574-DYCWE,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11159
7247-XOZPB,Yes,DSL,Yes,No,Yes,Yes,Yes,No,S11160
2466-FCCPT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11161
6211-WWLTF,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,S11162
4826-TZEVA,No,Fiber optic,No,Yes,No,No,No,No,S11163
6016-NXBNJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11164
9138-EFSMO,No,Fiber optic,No,No,No,No,No,Yes,S11165
0576-WNXXC,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,S11166
4632-XJMEX,No,DSL,Yes,Yes,No,Yes,No,No,S11167
8910-LEDAG,No,Fiber optic,No,No,No,No,No,No,S11168
3452-GWUIN,Yes,Fiber optic,No,No,No,No,Yes,Yes,S11169
2716-GFZOR,No,Fiber optic,Yes,Yes,Yes,No,No,No,S11170
3724-UCSHY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11171
8626-XHBIE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11172
4628-CTTLA,No phone service,DSL,No,Yes,No,No,Yes,No,S11173
3192-LNKRK,No,Fiber optic,No,No,Yes,No,Yes,No,S11174
4439-YRNVD,No phone service,DSL,No,Yes,No,Yes,No,No,S11175
2876-VBBBL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11176
6834-NXDCA,No phone service,DSL,No,No,No,No,No,No,S11177
2208-UGTGR,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,S11178
3005-TYFRD,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,S11179
8670-MEFCP,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S11180
3079-BCHLN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11181
7777-UNYHB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11182
5597-GLBUC,No,Fiber optic,No,No,Yes,No,Yes,No,S11183
7278-CKDNC,Yes,Fiber optic,No,Yes,No,No,No,No,S11184
2748-MYRVK,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,S11185
8450-UYIBU,No phone service,DSL,No,No,Yes,No,Yes,No,S11186
2969-VAPYH,No,DSL,Yes,Yes,No,Yes,No,No,S11187
4822-YCXMX,Yes,Fiber optic,No,No,No,No,No,Yes,S11188
7181-OQCUT,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,S11189
8474-UMLNT,No,DSL,Yes,Yes,No,Yes,No,Yes,S11190
9821-POOTN,Yes,Fiber optic,No,No,No,No,No,No,S11191
3836-FZSDJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11192
9142-XMYJH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11193
6559-ILWKJ,No phone service,DSL,No,Yes,No,No,Yes,Yes,S11194
0187-QSXOE,No,Fiber optic,No,No,No,No,Yes,Yes,S11195
7733-UDMTP,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,S11196
2649-HWLYB,Yes,DSL,Yes,No,Yes,Yes,No,Yes,S11197
5214-CHIWJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11198
4229-CZMLL,Yes,Fiber optic,No,No,No,No,No,No,S11199
6904-JLBGY,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S11200
2465-BLLEU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11201
1685-VAYJF,No,DSL,No,No,No,No,No,No,S11202
8874-EJNSR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11203
6917-YACBP,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,S11204
5049-MUBWG,No,DSL,Yes,No,No,Yes,Yes,Yes,S11205
4223-WOZCM,No,DSL,No,No,Yes,No,No,No,S11206
0769-MURVM,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S11207
9253-VIFJQ,Yes,DSL,Yes,Yes,Yes,No,No,No,S11208
7030-FZTFM,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,S11209
9741-YLNTD,Yes,Fiber optic,No,No,No,Yes,No,Yes,S11210
5917-RYRMG,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11211
5120-ZBLAI,Yes,DSL,No,No,Yes,No,Yes,Yes,S11212
1194-BHJYC,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,S11213
3663-MITLP,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,S11214
0906-QVPMS,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S11215
9025-ZRPVR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11216
1905-OEILC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11217
7858-GTZSP,Yes,Fiber optic,No,No,No,No,No,Yes,S11218
3285-UCQVC,No phone service,DSL,No,No,No,Yes,No,No,S11219
6248-BSHKG,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11220
4685-TFLLS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11221
3470-BTGQO,No,DSL,No,No,No,No,No,No,S11222
1209-VFFOC,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,S11223
8224-DWCKX,Yes,Fiber optic,No,No,No,No,No,No,S11224
5482-PLVPE,No phone service,DSL,No,No,No,No,No,No,S11225
4553-DVPZG,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,S11226
4902-OHLSK,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,S11227
6917-IAYHD,No phone service,DSL,No,Yes,No,Yes,No,No,S11228
0495-ZBNGW,Yes,Fiber optic,No,No,Yes,No,No,No,S11229
8620-RJPZN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11230
7572-KPVKK,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,S11231
2642-MAWLJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11232
2357-COQEK,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,S11233
7103-ZGVNT,Yes,DSL,Yes,Yes,No,Yes,Yes,No,S11234
3737-GCSPV,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,S11235
2027-WKXMW,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,S11236
7137-NAXML,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11237
2428-ZMCTB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11238
2961-VNFKL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11239
1768-HNVGJ,Yes,DSL,Yes,No,No,Yes,No,Yes,S11240
6963-KQYQB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11241
5934-RMPOV,Yes,Fiber optic,No,No,No,No,No,Yes,S11242
1207-BLKSA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11243
4088-YLDSU,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,S11244
8316-BBQAY,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,S11245
1166-PQLGG,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11246
3146-JTQHR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11247
4291-YZODP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11248
4395-PZMSN,No,Fiber optic,No,Yes,No,No,No,Yes,S11249
6427-FEFIG,Yes,DSL,Yes,No,Yes,No,Yes,Yes,S11250
0017-IUDMW,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S11251
8706-HRADD,No phone service,DSL,Yes,No,No,Yes,Yes,No,S11252
9955-QOPOY,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,S11253
4385-ZKVNW,No,DSL,No,Yes,No,Yes,No,No,S11254
5446-DKWYW,Yes,DSL,No,No,Yes,No,Yes,No,S11255
2034-CGRHZ,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,S11256
5797-APWZC,No,Fiber optic,No,No,No,No,Yes,Yes,S11257
3683-QKIUE,No,DSL,No,No,No,Yes,No,No,S11258
4228-ZGYUW,Yes,Fiber optic,No,Yes,No,No,No,Yes,S11259
9031-ZVQPT,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,S11260
2990-IAJSV,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S11261
8107-KNCIM,Yes,Fiber optic,No,No,No,No,No,No,S11262
9027-YFHQJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11263
5176-LDKUH,No,Fiber optic,No,Yes,No,No,No,No,S11264
4644-OBGFZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11265
7926-IJOOU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11266
6480-YAGIY,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S11267
4029-HPFVY,No,Fiber optic,No,No,No,No,No,No,S11268
7602-DBTOU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11269
5345-BMKWB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11270
3519-ZKXGG,Yes,Fiber optic,No,No,No,No,No,No,S11271
5457-COLHT,No,DSL,Yes,Yes,No,Yes,Yes,Yes,S11272
6416-TVAIH,No,Fiber optic,No,No,No,No,No,No,S11273
5451-YHYPW,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S11274
5108-ADXWO,No,Fiber optic,Yes,No,No,No,No,No,S11275
7998-WNZEM,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,S11276
3066-RRJIO,No,Fiber optic,No,No,No,No,No,No,S11277
4664-NJCMS,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,S11278
0307-BCOPK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11279
7629-WFGLW,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,S11280
2542-HYGIQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11281
6715-OFDBP,No,DSL,No,No,Yes,No,Yes,Yes,S11282
5016-LIPDW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11283
6481-LXPWL,No phone service,DSL,No,Yes,Yes,No,No,No,S11284
1567-DSCIC,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,S11285
2150-UWTFY,No,DSL,Yes,Yes,Yes,No,No,No,S11286
6124-ACRHJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11287
9362-MWODR,No,DSL,Yes,No,No,Yes,Yes,No,S11288
9975-GPKZU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11289
9625-RZFUK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11290
5153-LXKDT,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,S11291
5161-UBZXI,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,S11292
1020-JPQOW,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,S11293
7919-ZODZZ,No,DSL,No,Yes,Yes,No,No,Yes,S11294
0565-JUPYD,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,S11295
6867-ACCZI,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,S11296
5939-XAIXZ,Yes,DSL,No,No,Yes,No,No,No,S11297
9054-FOWNV,Yes,Fiber optic,No,No,Yes,No,Yes,No,S11298
2683-BPJSO,Yes,Fiber optic,Yes,Yes,No,No,No,No,S11299
2157-MXBJS,Yes,DSL,No,No,Yes,No,Yes,Yes,S11300
8207-VVMYB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11301
9732-EQMWY,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,S11302
9360-AHGNL,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,S11303
1087-UDSIH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11304
5269-NRGDP,No,DSL,No,No,Yes,Yes,Yes,Yes,S11305
6195-MELTI,No,DSL,No,Yes,No,Yes,No,No,S11306
5485-WUYWF,No,DSL,Yes,No,Yes,No,Yes,No,S11307
2121-JAFOM,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S11308
8818-DOPVL,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,S11309
2632-UCGVD,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,S11310
5445-PZWGX,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,S11311
1227-UDMZR,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S11312
5198-HQAEN,No,Fiber optic,No,Yes,No,Yes,Yes,No,S11313
9170-CCKOU,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,S11314
2167-FQSTQ,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S11315
2819-GWENI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11316
1043-YCUTE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11317
3814-MLAXC,Yes,Fiber optic,No,No,No,Yes,No,No,S11318
3572-UUHRS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11319
2692-PFYTJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11320
1226-UDFZR,No,DSL,No,Yes,No,No,No,No,S11321
5955-EPOAZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11322
6821-JPCDC,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,S11323
8815-LMFLX,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11324
9135-HSWOC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11325
8582-KRHPJ,No phone service,DSL,Yes,Yes,No,No,No,No,S11326
5811-IWXYM,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,S11327
7044-YAACC,No,Fiber optic,No,No,No,No,No,No,S11328
8189-XRIKE,No,Fiber optic,No,No,No,No,Yes,Yes,S11329
1506-YJTYT,Yes,DSL,Yes,Yes,No,Yes,Yes,No,S11330
4123-DVHPH,Yes,Fiber optic,Yes,No,No,No,No,Yes,S11331
6425-YQLLO,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,S11332
5442-UTCVD,Yes,Fiber optic,No,No,Yes,No,No,Yes,S11333
2228-BZDEE,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11334
7734-DBOAI,No phone service,DSL,No,No,No,Yes,Yes,No,S11335
2789-CZANW,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,S11336
2091-RFFBA,Yes,Fiber optic,No,No,No,No,No,No,S11337
2114-MGINA,No,Fiber optic,No,No,No,No,Yes,Yes,S11338
7596-LDUXP,No,Fiber optic,Yes,No,No,No,Yes,No,S11339
3740-RLMVT,No,DSL,Yes,Yes,No,Yes,No,No,S11340
4489-SNOJF,Yes,DSL,Yes,No,Yes,Yes,Yes,No,S11341
2192-OZITF,Yes,DSL,Yes,No,No,Yes,No,Yes,S11342
5651-CPDND,No,DSL,No,No,No,No,No,No,S11343
2186-QZEYA,Yes,DSL,Yes,Yes,No,No,No,No,S11344
1131-ALZWV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11345
7729-XBTWX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11346
9134-WYRVP,No,Fiber optic,Yes,No,No,No,Yes,No,S11347
3284-SVCRO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11348
9732-OUYRN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11349
0559-CKHUS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11350
2931-SVLTV,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,S11351
6899-PPEEA,Yes,Fiber optic,No,No,No,No,Yes,Yes,S11352
7504-UWHNB,No,Fiber optic,No,No,No,No,No,No,S11353
2582-FFFZR,No phone service,DSL,No,No,Yes,No,Yes,Yes,S11354
8908-NMQTX,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S11355
2187-LZGPL,No phone service,DSL,No,Yes,No,No,No,Yes,S11356
1431-AIDJQ,No,DSL,No,Yes,Yes,Yes,Yes,Yes,S11357
6288-LBEAR,No,Fiber optic,No,Yes,No,Yes,No,No,S11358
4597-NUCQV,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,S11359
9019-QVLZD,No,Fiber optic,No,No,No,No,Yes,No,S11360
8413-YNHNV,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S11361
5808-TOTXO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11362
4369-NYSCF,No,DSL,No,Yes,No,Yes,Yes,Yes,S11363
6333-YDVLT,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,S11364
5324-KTGCG,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11365
5599-HVLTW,Yes,Fiber optic,No,No,Yes,No,No,No,S11366
7394-LWLYN,No,Fiber optic,No,No,No,No,No,No,S11367
3707-LRWZD,Yes,Fiber optic,No,No,No,No,Yes,No,S11368
6873-UDNLD,No,DSL,Yes,No,Yes,No,No,Yes,S11369
2700-LUEVA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11370
1455-ESIQH,No,Fiber optic,No,No,No,No,Yes,Yes,S11371
0958-YHXGP,No,Fiber optic,No,No,No,No,No,No,S11372
1101-SSWAG,Yes,DSL,No,No,No,No,No,No,S11373
2979-SXESE,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,S11374
4013-TLDHQ,No,Fiber optic,No,Yes,Yes,No,No,No,S11375
5743-KHMNA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11376
4194-FJARJ,Yes,DSL,Yes,No,No,Yes,No,No,S11377
5325-UWTWJ,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,S11378
3969-GYXEL,No,Fiber optic,Yes,No,No,No,No,No,S11379
9208-OLGAQ,No,Fiber optic,No,No,Yes,No,No,Yes,S11380
3244-CQPHU,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,S11381
2674-MLXMN,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,S11382
9708-HPXWZ,No phone service,DSL,No,No,Yes,Yes,Yes,No,S11383
6992-TKNYO,Yes,DSL,No,No,Yes,Yes,No,Yes,S11384
4468-YDOVK,No,DSL,No,No,No,Yes,No,No,S11385
3754-DXMRT,No,DSL,No,No,No,No,No,No,S11386
5792-JALQC,Yes,DSL,Yes,No,Yes,No,No,No,S11387
7130-VTEWQ,Yes,Fiber optic,No,No,No,No,No,No,S11388
2200-DSAAL,Yes,DSL,No,Yes,Yes,No,Yes,Yes,S11389
4302-ZYFEL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11390
9351-LZYGF,Yes,DSL,Yes,Yes,No,Yes,No,No,S11391
4366-CTOUZ,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,S11392
6121-VZNQB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11393
7903-CMPEY,Yes,Fiber optic,Yes,No,No,No,No,No,S11394
1518-OMDIK,No,DSL,No,No,No,No,No,No,S11395
6671-NGWON,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11396
0595-ITUDF,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,S11397
6996-KNSML,No,Fiber optic,No,No,Yes,No,No,No,S11398
1955-IBMMB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11399
0096-BXERS,Yes,DSL,No,No,No,No,No,No,S11400
3806-YAZOV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11401
7998-ZLXWN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11402
6253-WRFHY,No,DSL,No,No,No,No,Yes,Yes,S11403
9133-AYJZG,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,S11404
2675-OTVVJ,Yes,Fiber optic,Yes,No,No,No,Yes,No,S11405
8680-CGLTP,No,DSL,Yes,Yes,No,Yes,No,No,S11406
8430-TWCBX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11407
5018-GWURO,Yes,Fiber optic,No,No,No,No,Yes,No,S11408
6741-QRLUP,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,S11409
4737-HOBAX,Yes,DSL,No,No,Yes,Yes,Yes,Yes,S11410
0537-QYZZN,Yes,Fiber optic,Yes,No,No,No,No,No,S11411
3340-QBBFM,No,DSL,No,No,Yes,Yes,No,No,S11412
1704-NRWYE,No,Fiber optic,No,No,No,No,Yes,No,S11413
2592-SEIFQ,No phone service,DSL,No,No,No,No,No,No,S11414
8200-KLNYW,No,DSL,Yes,No,Yes,Yes,Yes,Yes,S11415
3372-CDXFJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11416
4781-ZXYGU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11417
7632-YUTXB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11418
2718-YSKCS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S11419
