customerID,ContractType,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,BillingID
7134-HBPBS,Two year,Yes,108.1,7774.05,No,B10779
3489-HHPFY,Month-to-month,Yes,84.05,134.05,No,B10780
2926-JEJJC,One year,Yes,20.2,140.95,No,B10781
8601-QACRS,Month-to-month,Yes,50.6,249.95,Yes,B10782
4950-BDEUX,Month-to-month,No,49.2,1701.65,No,B10783
5789-LDFXO,One year,No,24.6,592.65,No,B10784
0508-OOLTO,Month-to-month,Yes,71.65,135.75,No,B10785
2984-TBYKU,Two year,Yes,104.9,7732.65,No,B10786
9822-WMWVG,Month-to-month,Yes,106.5,4282.4,No,B10787
2391-SOORI,Month-to-month,No,49.35,219.65,Yes,B10788
9040-KZVWO,One year,No,75.5,2018.1,No,B10789
2645-QTLMB,Month-to-month,Yes,94.25,669,Yes,B10790
4806-HIPDW,Month-to-month,Yes,68.95,68.95,Yes,B10791
1548-ARAGG,Month-to-month,Yes,58.5,224.85,No,B10792
6339-RZCBJ,Two year,No,78.9,3771.5,No,B10793
4424-TKOPW,Month-to-month,Yes,93.85,196.75,Yes,B10794
4415-WNGVR,One year,Yes,79.2,943.85,No,B10795
2522-AHJXR,Month-to-month,Yes,109.45,6572.85,No,B10796
0412-UCCNP,Two year,Yes,59.2,3175.85,No,B10797
1816-FLZDK,Month-to-month,No,29.15,29.15,No,B10798
7096-UCLNH,Month-to-month,No,20.05,20.05,No,B10799
8443-ZRDBZ,Month-to-month,Yes,76.05,318.9,Yes,B10800
9136-ALYBR,Month-to-month,Yes,24.45,24.45,Yes,B10801
4615-PIVVU,Two year,No,66.5,2762.75,No,B10802
8885-QSQBX,Month-to-month,No,49.55,49.55,No,B10803
7479-NITWS,Month-to-month,Yes,89.35,631.85,Yes,B10804
8617-ENBDS,Month-to-month,Yes,73.6,232.5,No,B10805
9385-NXKDA,Two year,Yes,82.65,5919.35,No,B10806
0430-IHCDJ,Month-to-month,Yes,49.0,749.25,No,B10807
2959-MJHIC,Month-to-month,Yes,80.35,307.4,Yes,B10808
6674-KVJHG,One year,No,25.2,245.15,No,B10809
1814-DKOLC,Month-to-month,No,25.45,134.75,No,B10810
4201-JMNGR,Month-to-month,Yes,55.8,55.8,Yes,B10811
9351-HXDMR,Two year,Yes,110.9,8240.85,No,B10812
3537-HPKQT,Month-to-month,Yes,77.75,4266.4,No,B10813
2129-ALKBS,Month-to-month,Yes,26.2,1077.5,No,B10814
5821-MMEIL,Two year,No,19.9,1115.6,No,B10815
5960-WPXQM,Month-to-month,Yes,79.05,79.05,Yes,B10816
0684-AOSIH,Month-to-month,Yes,95.0,95,Yes,B10817
8260-NGFNY,Month-to-month,No,25.2,25.2,Yes,B10818
1309-XGFSN,One year,Yes,80.85,4079.55,No,B10819
1866-RZZQS,Month-to-month,Yes,98.4,4187.75,Yes,B10820
6968-URWQU,One year,Yes,56.35,2391.15,No,B10821
4742-TXUEX,Two year,No,19.3,890.5,No,B10822
9631-XEYKE,Month-to-month,No,50.4,137.25,No,B10823
8631-NBHFZ,Two year,No,79.4,5154.6,Yes,B10824
1335-MXCSE,Two year,Yes,55.25,3119.9,No,B10825
8873-TMKGR,One year,No,19.1,529.5,No,B10826
8800-JOOCF,Month-to-month,Yes,84.05,966.55,No,B10827
1469-LBJQJ,Month-to-month,Yes,105.2,6936.85,No,B10828
4958-XCBDQ,Month-to-month,Yes,101.4,3496.3,Yes,B10829
8337-UPOAQ,Month-to-month,Yes,89.8,914.3,Yes,B10830
0064-YIJGF,Month-to-month,Yes,75.75,1929,No,B10831
2386-OWURY,Month-to-month,Yes,95.3,5817.7,No,B10832
1725-IQNIY,Two year,No,109.75,6110.2,Yes,B10833
0310-VQXAM,Month-to-month,No,19.85,178.8,No,B10834
6598-RFFVI,One year,No,19.3,28.3,Yes,B10835
3453-RTHJQ,Month-to-month,Yes,69.1,435,No,B10836
6712-OAWRH,Month-to-month,Yes,91.25,2351.8,Yes,B10837
6278-FEPBZ,Month-to-month,No,20.25,186.15,No,B10838
4280-DLSHD,Month-to-month,Yes,54.75,445.85,No,B10839
1508-DFXCU,Month-to-month,Yes,81.45,912,No,B10840
8614-VGMMV,Month-to-month,Yes,49.1,679.55,Yes,B10841
7868-BGSZA,One year,Yes,80.2,3581.6,No,B10842
2800-QQUSO,Month-to-month,Yes,100.3,4222.95,No,B10843
2930-UOTMB,Month-to-month,No,65.25,1994.3,Yes,B10844
7973-DZRKH,Two year,Yes,90.95,5930.05,No,B10845
5914-DVBWJ,Month-to-month,Yes,85.45,1505.85,Yes,B10846
7698-YFGEZ,Month-to-month,No,20.0,20,No,B10847
2533-QVMSK,Two year,Yes,94.1,5638.3,Yes,B10848
9773-PEQBZ,Month-to-month,No,79.85,797.25,No,B10849
8644-XLFBW,Month-to-month,Yes,71.65,71.65,Yes,B10850
0650-BWOZN,Month-to-month,Yes,73.55,1359.45,No,B10851
8625-AZYZY,Month-to-month,Yes,104.65,2542.45,Yes,B10852
7785-RDVIG,Month-to-month,No,19.3,54.7,No,B10853
9602-WCXPI,One year,No,20.15,989.05,No,B10854
2903-YYTBW,Month-to-month,No,44.55,44.55,No,B10855
3620-MWJNE,Month-to-month,Yes,54.45,87.3,No,B10856
8573-JGCZW,One year,Yes,19.65,351.55,No,B10857
6837-HAEVO,Two year,Yes,105.0,7297.75,No,B10858
6701-YVNQG,Two year,Yes,88.7,6301.7,No,B10859
9306-CPCBC,Month-to-month,Yes,74.25,210.3,Yes,B10860
4304-XUMGI,Two year,Yes,75.15,3822.45,No,B10861
9504-YAZWB,Two year,No,20.25,1048.45,No,B10862
8819-ZBYNA,Two year,Yes,109.1,6393.65,No,B10863
6174-NRBTZ,One year,Yes,30.75,1489.3,No,B10864
9481-IEBZY,Month-to-month,Yes,112.9,8061.5,No,B10865
1833-VGRUM,Month-to-month,Yes,74.2,74.2,Yes,B10866
6137-NICCO,Month-to-month,Yes,94.05,518.75,No,B10867
9065-ZCPQX,Two year,No,78.85,5763.15,No,B10868
6402-EJMWF,Month-to-month,Yes,55.3,238.5,No,B10869
3620-EHIMZ,Two year,No,19.35,1031.7,No,B10870
3213-VVOLG,Two year,No,25.35, ,No,B10871
6870-ECSHE,One year,No,20.45,34.8,No,B10872
8747-UDCOI,Two year,No,19.35,1319.95,No,B10873
8374-XGEJJ,Month-to-month,Yes,101.0,4388.4,Yes,B10874
2656-TABEH,Month-to-month,Yes,100.2,420.2,Yes,B10875
6946-LMSQS,One year,Yes,89.05,2177.45,Yes,B10876
4626-OZDTJ,One year,Yes,78.65,3950.85,No,B10877
9169-BSVIN,Month-to-month,No,74.75,827.05,No,B10878
2325-ZUSFD,One year,Yes,70.1,3913.3,Yes,B10879
8194-PEEBY,One year,No,19.9,533.5,No,B10880
6872-HXFNF,One year,No,58.35,3756.45,No,B10881
3932-CMDTD,One year,Yes,105.65,443.9,Yes,B10882
7714-YXSMB,Month-to-month,Yes,100.5,2599.95,No,B10883
8387-UGUSU,Month-to-month,No,20.05,284.3,No,B10884
1080-BWSYE,Two year,No,25.65,1740.8,No,B10885
4039-HEUNW,Month-to-month,Yes,96.5,3436.1,Yes,B10886
1194-HVAIF,Month-to-month,No,95.0,2462.55,No,B10887
0812-WUPTB,Month-to-month,No,70.85,70.85,Yes,B10888
3594-UVONA,One year,Yes,85.95,3110.1,Yes,B10889
0004-TLHLJ,Month-to-month,Yes,73.9,280.85,Yes,B10890
1767-TGTKO,Month-to-month,Yes,45.45,411.75,No,B10891
8439-LTUGF,Month-to-month,Yes,20.0,198.6,No,B10892
8805-JNRAZ,Month-to-month,No,49.2,103.7,No,B10893
5089-IFSDP,Two year,Yes,109.45,6144.55,Yes,B10894
6418-HNFED,Two year,Yes,83.25,4089.45,No,B10895
0206-OYVOC,Two year,Yes,19.25,864.2,No,B10896
7291-CDTMJ,Month-to-month,Yes,19.65,19.65,No,B10897
7128-GGCNO,Month-to-month,No,72.8,3249.4,No,B10898
0237-YFUTL,Month-to-month,Yes,109.65,5405.8,No,B10899
7691-KGKGP,Month-to-month,No,65.0,3363.8,No,B10900
6710-HSJRD,Month-to-month,Yes,114.1,7132.15,No,B10901
3675-EQOZA,Month-to-month,No,20.65,93.55,No,B10902
0840-DCNZE,One year,Yes,86.95,4138.9,No,B10903
1732-FEKLD,One year,Yes,94.75,5121.75,No,B10904
9862-KJTYK,Month-to-month,Yes,25.35,566.1,No,B10905
0479-HMSWA,Two year,Yes,105.45,2715.3,No,B10906
5854-KSRBJ,Two year,No,25.4,1782.05,No,B10907
0365-BZUWY,Month-to-month,Yes,102.55,1742.5,No,B10908
4817-VYYWS,Month-to-month,Yes,100.2,2983.8,Yes,B10909
5701-SVCWR,Month-to-month,No,24.0,24,No,B10910
3129-AAQOU,Two year,No,25.6,485.9,No,B10911
4922-CVPDX,Two year,Yes,73.5,1905.7,No,B10912
1396-QWFBJ,Month-to-month,Yes,74.05,1565.7,Yes,B10913
1357-BIJKI,One year,Yes,98.25,4858.7,No,B10914
1099-BTKWT,One year,Yes,54.4,3723.65,No,B10915
5299-SJCZT,Month-to-month,Yes,101.55,298.35,Yes,B10916
2018-PZKMU,Month-to-month,No,103.1,970.45,No,B10917
7340-KEFQE,Two year,No,34.2,1782,No,B10918
4570-QHXHL,Month-to-month,Yes,43.75,405.7,No,B10919
2403-BCASL,One year,Yes,111.95,4534.9,Yes,B10920
7392-YYPYJ,Month-to-month,Yes,100.65,2415.95,No,B10921
2898-LSJGD,One year,Yes,55.95,1157.05,Yes,B10922
2223-GDSHL,Two year,Yes,116.05,8297.5,No,B10923
7359-PTSXY,Month-to-month,No,45.75,45.75,Yes,B10924
9470-RTWDV,One year,Yes,82.0,2083.1,No,B10925
2176-OSJUV,Two year,No,65.15,4681.75,No,B10926
9348-YVOMK,Month-to-month,Yes,44.8,176.2,No,B10927
8104-OSKWT,Month-to-month,Yes,79.8,1001.2,No,B10928
4521-YEEHE,Month-to-month,Yes,88.85,1594.75,No,B10929
4090-KPJIP,Month-to-month,Yes,74.95,212.4,No,B10930
3786-WOVKF,One year,Yes,106.85,7677.4,No,B10931
4503-BDXBD,Month-to-month,No,74.95,815.5,Yes,B10932
6086-ESGRL,Month-to-month,No,80.15,80.15,Yes,B10933
2592-HODOV,One year,No,19.3,259.65,No,B10934
3886-CERTZ,One year,Yes,109.25,8109.8,Yes,B10935
7995-ZHHNZ,One year,No,56.1,2386.85,No,B10936
3824-RHKVR,Month-to-month,No,19.7,340.35,No,B10937
5816-SCGFC,Month-to-month,Yes,51.3,419.35,No,B10938
5989-AXPUC,Two year,No,118.6,7990.05,No,B10939
4979-HPRFL,Two year,No,24.15,1402.25,No,B10940
8590-OHDIW,One year,No,20.3,749.35,No,B10941
8015-IHCGW,Two year,Yes,115.5,8425.15,No,B10942
2332-TODQS,One year,No,25.05,1171.5,No,B10943
9278-VZKCD,Month-to-month,Yes,109.1,5647.95,No,B10944
8008-OTEZX,One year,No,19.65,708.8,No,B10945
2773-OVBPK,Two year,Yes,111.3,7567.2,No,B10946
5999-LCXAO,Month-to-month,No,29.9,29.9,No,B10947
5206-XZZQI,Month-to-month,Yes,80.6,4348.1,No,B10948
4803-LBYPN,Month-to-month,No,20.8,635.9,No,B10949
5759-RCVCB,Month-to-month,No,35.2,108.95,Yes,B10950
6372-RFVNS,Month-to-month,No,78.8,78.8,Yes,B10951
2139-FQHLM,Month-to-month,No,89.95,1682.4,No,B10952
8261-GWDBQ,Two year,Yes,116.05,6925.9,No,B10953
1093-YSWCA,Two year,No,19.55,223.15,No,B10954
8938-UMKPI,Month-to-month,Yes,106.4,5127.95,Yes,B10955
0991-BRRFB,Month-to-month,No,49.4,874.8,Yes,B10956
3882-IYOIJ,Two year,No,115.25,6758.45,No,B10957
8749-TZYEC,Two year,No,24.8,1874.3,No,B10958
1755-FZQEC,One year,No,19.9,791.15,No,B10959
3115-JPJDD,One year,Yes,81.25,4639.45,No,B10960
5600-KTXFM,Month-to-month,No,69.95,143.9,No,B10961
3871-IKPYH,Month-to-month,No,69.1,69.1,Yes,B10962
6319-IEJWJ,Month-to-month,Yes,90.2,1776.55,Yes,B10963
9025-AOMKI,Month-to-month,Yes,93.55,536.4,Yes,B10964
6339-TBELP,Two year,Yes,86.4,6172,No,B10965
7964-YESJC,Month-to-month,No,66.3,1559.45,No,B10966
6173-GOLSU,Month-to-month,Yes,94.65,6079,No,B10967
5275-SQEIZ,Month-to-month,Yes,80.85,80.85,Yes,B10968
7716-YTYHG,One year,Yes,82.05,4029.95,Yes,B10969
9938-ZREHM,One year,No,72.1,2658.4,No,B10970
7950-XWOVN,Month-to-month,No,34.7,383.55,No,B10971
4390-KYULV,Month-to-month,Yes,20.55,51.15,Yes,B10972
4647-MUZON,Month-to-month,Yes,95.95,1745.5,No,B10973
9702-AIUJO,One year,Yes,44.8,2230.85,No,B10974
8849-PRIQJ,One year,Yes,109.4,7281.6,No,B10975
8851-RAGOV,Month-to-month,Yes,71.05,1837.7,No,B10976
1304-NECVQ,Month-to-month,Yes,78.55,149.55,Yes,B10977
5396-IZEPB,Month-to-month,No,19.7,180.7,No,B10978
1729-VLAZJ,One year,No,40.25,411.45,No,B10979
8285-ABVLB,Two year,No,19.85,1328.35,No,B10980
0701-TJSEF,Month-to-month,Yes,68.25,576.95,No,B10981
5712-VBOXD,Month-to-month,Yes,20.15,68.45,No,B10982
6629-LADHQ,Month-to-month,No,50.95,123.05,No,B10983
8945-GRKHX,Month-to-month,No,78.65,78.65,Yes,B10984
1559-DTODC,Month-to-month,Yes,25.15,468.35,No,B10985
4797-MIWUM,Month-to-month,Yes,20.25,174.7,No,B10986
6959-UWKHF,Month-to-month,Yes,42.9,42.9,Yes,B10987
8720-RQSBJ,Month-to-month,No,44.0,44,No,B10988
4537-CIBHB,One year,No,20.25,172.35,No,B10989
3815-SLMEF,Month-to-month,No,34.25,139.35,Yes,B10990
5154-VEKBL,Month-to-month,No,58.5,539.85,Yes,B10991
4324-AHJKS,Month-to-month,No,55.8,300.4,No,B10992
4355-CVPVS,One year,No,88.9,4968,No,B10993
4495-LHSSK,Month-to-month,No,57.65,992.7,No,B10994
5655-JSMZM,Month-to-month,Yes,96.2,4718.25,Yes,B10995
5915-ANOEI,Two year,No,79.15,5536.5,No,B10996
9861-PDSZP,Two year,Yes,108.05,7806.6,No,B10997
4505-EXZHB,Month-to-month,No,74.4,434.1,Yes,B10998
7225-CBZPL,Month-to-month,Yes,94.8,1563.9,No,B10999
6704-UTUKK,Month-to-month,Yes,45.9,1332.4,No,B11000
4587-VVTOX,Month-to-month,Yes,105.3,545.2,Yes,B11001
2019-HDCZY,Two year,No,102.6,6296.75,No,B11002
4652-NNHNY,Month-to-month,Yes,73.85,1284.2,Yes,B11003
8788-DOXSU,One year,Yes,61.35,3645.5,No,B11004
7404-JLKQG,Month-to-month,No,57.55,161.45,No,B11005
7421-ZLUPA,Month-to-month,Yes,29.25,226.95,No,B11006
8972-HJWNV,Month-to-month,Yes,84.55,646.85,Yes,B11007
3274-NSDWE,Two year,No,19.6,1441.65,No,B11008
2632-IVXVF,Two year,No,111.75,7511.3,No,B11009
3692-JHONH,One year,Yes,106.5,5621.85,No,B11010
8915-NNTRC,Two year,Yes,107.7,7919.8,No,B11011
5914-GXMDA,One year,No,19.3,593.2,No,B11012
7463-IFMQU,Two year,No,20.05,1423.65,No,B11013
2920-RNCEZ,Month-to-month,Yes,69.95,69.95,No,B11014
2541-YGPKE,One year,No,63.7,2763.35,No,B11015
8515-OCTJS,Two year,No,24.75,692.1,Yes,B11016
5382-TEMLV,Month-to-month,Yes,50.9,2298.55,No,B11017
3441-CGZJH,One year,Yes,60.4,2640.55,No,B11018
9592-ERDKV,One year,No,79.25,2911.8,No,B11019
2860-RANUS,Month-to-month,Yes,85.8,1727.5,Yes,B11020
5261-QSHQM,Month-to-month,Yes,24.45,86.6,Yes,B11021
4778-IZARL,Two year,Yes,110.1,6705.7,No,B11022
0432-CAJZV,Month-to-month,No,90.7,237.65,No,B11023
7008-LZVOZ,Two year,Yes,25.3,1672.35,No,B11024
8868-WOZGU,Month-to-month,Yes,105.7,2979.5,Yes,B11025
1200-TUZHR,Month-to-month,No,85.2,695.75,No,B11026
9365-CSLBQ,Two year,No,24.35,1654.6,No,B11027
1334-FJSVR,Month-to-month,Yes,24.25,24.25,Yes,B11028
5884-FBCTL,Two year,No,25.1,1857.85,No,B11029
7130-CTCUS,Month-to-month,Yes,54.55,825.1,No,B11030
6242-FEGFD,Two year,No,96.6,6424.25,No,B11031
7625-XCQRH,Month-to-month,Yes,76.5,837.95,Yes,B11032
6194-HBGQN,One year,Yes,81.15,4126.2,No,B11033
7634-WSWDB,Month-to-month,Yes,38.5,330.8,No,B11034
6986-IXNDM,Month-to-month,Yes,92.9,1337.45,No,B11035
1731-TVIUK,Month-to-month,Yes,93.5,362.2,Yes,B11036
2987-BJXIK,Two year,No,84.7,5991.05,No,B11037
9769-TSBZE,Two year,No,66.0,4891.5,No,B11038
0406-BPDVR,One year,Yes,101.5,5373.1,Yes,B11039
0618-XWMSS,Month-to-month,Yes,74.9,2068.55,Yes,B11040
1395-WSWXR,Two year,No,20.75,487.05,No,B11041
6023-GSSXW,Two year,Yes,61.45,4131.2,No,B11042
6752-APNJL,Month-to-month,No,54.5,2301.15,No,B11043
5276-KQWHG,Month-to-month,Yes,69.6,131.65,Yes,B11044
0420-HLGXF,Month-to-month,Yes,99.75,4036,No,B11045
7446-KQISO,Two year,Yes,109.75,4900.65,No,B11046
9823-EALYC,Two year,Yes,80.85,5727.45,No,B11047
0582-AVCLN,Two year,No,20.3,743.05,No,B11048
5803-NQJZO,Two year,Yes,67.8,4804.65,No,B11049
2565-JSLRY,Month-to-month,Yes,24.05,24.05,Yes,B11050
2607-DHDAK,Two year,Yes,19.8,1414.65,No,B11051
1073-XXCZD,Two year,No,25.7,1443.65,No,B11052
0743-HRVFF,One year,Yes,56.15,2898.95,No,B11053
4006-HKYHO,Two year,Yes,86.7,5309.5,No,B11054
3727-JEZTU,Month-to-month,No,20.4,20.4,No,B11055
8143-ETQTI,Two year,Yes,19.65,451.55,No,B11056
6689-KXGBO,Month-to-month,No,50.55,50.55,Yes,B11057
9667-TKTVZ,Month-to-month,Yes,54.35,117.05,No,B11058
3657-COGMW,Month-to-month,No,108.1,5839.3,No,B11059
8570-KLJYJ,One year,No,54.45,1893.5,No,B11060
7754-IXRMC,Month-to-month,No,45.35,45.35,No,B11061
9473-CBZOP,One year,No,59.0,1654.45,No,B11062
2969-WGHQO,One year,No,69.45,477.05,No,B11063
6615-NGGZJ,Month-to-month,Yes,100.55,1415.55,Yes,B11064
4334-HOWRP,Two year,Yes,64.95,4546,No,B11065
4255-DDUOU,Month-to-month,Yes,20.5,20.5,Yes,B11066
5863-OOKCL,Month-to-month,No,18.85,163.2,No,B11067
1686-STUHN,One year,No,19.8,849.9,No,B11068
1329-VHWNP,Month-to-month,No,25.05,189.95,No,B11069
2984-MIIZL,Month-to-month,Yes,74.8,321.9,Yes,B11070
0266-GMEAO,Two year,Yes,114.3,8058.55,No,B11071
5590-YRFJT,Month-to-month,Yes,24.45,482.8,Yes,B11072
5574-NXZIU,Two year,No,109.2,7049.75,No,B11073
0019-GFNTW,Two year,No,45.05,2560.1,No,B11074
4256-ZWTZI,Month-to-month,Yes,51.0,286.8,No,B11075
8309-PPCED,Two year,Yes,110.45,7982.5,No,B11076
4098-NAUKP,Month-to-month,Yes,84.65,5683.6,No,B11077
5196-WPYOW,One year,No,60.05,3994.05,No,B11078
4608-LCIMN,Month-to-month,No,44.65,369.15,No,B11079
1485-YDHMM,Month-to-month,Yes,93.25,4631.7,No,B11080
4054-CUMIA,Month-to-month,Yes,20.25,401.95,No,B11081
0603-TPMIB,Two year,No,25.45,1534.05,No,B11082
2525-GVKQU,Two year,No,20.6,1093,No,B11083
8161-QYMTT,Month-to-month,Yes,94.1,701.3,No,B11084
9581-GVBXT,One year,No,34.8,1980.3,No,B11085
5862-BRIXZ,Two year,Yes,60.75,2893.4,No,B11086
5404-GGUKR,Month-to-month,Yes,51.35,262.3,No,B11087
3308-JSGML,Two year,Yes,64.05,3886.85,No,B11088
2126-GSEGL,Two year,Yes,84.8,5917.55,No,B11089
3677-TNKIO,Month-to-month,Yes,71.0,914,Yes,B11090
0440-QEXBZ,Month-to-month,Yes,50.15,2139.1,No,B11091
2434-EEVDB,Two year,Yes,94.6,5948.7,No,B11092
6762-QVYJO,Two year,No,59.75,3624.35,No,B11093
6199-IWKGC,One year,No,100.25,4753.85,No,B11094
2675-DHUTR,Month-to-month,Yes,98.9,5780.7,No,B11095
8152-VETUR,Two year,Yes,97.7,6869.7,No,B11096
9667-EQRXU,Month-to-month,Yes,40.3,1172.95,Yes,B11097
7446-YPODE,Month-to-month,No,60.25,662.95,No,B11098
9522-BNTHX,Month-to-month,Yes,56.25,1765.95,No,B11099
4676-WLUHT,Two year,No,46.2,2431.95,No,B11100
3329-WDIOK,Month-to-month,Yes,50.6,155.35,Yes,B11101
7980-MHFLQ,Two year,No,24.9,1859.2,No,B11102
2873-ZLIWT,Month-to-month,Yes,84.85,3303.05,Yes,B11103
3415-TAILE,Month-to-month,No,65.7,134.35,Yes,B11104
0757-WCUUZ,Two year,No,63.35,3409.1,No,B11105
1629-DQQVB,Month-to-month,No,50.1,709.5,No,B11106
1915-IOFGU,Month-to-month,No,70.5,70.5,Yes,B11107
3045-XETSH,Month-to-month,Yes,94.85,953.45,Yes,B11108
0374-AACSZ,Month-to-month,No,50.15,50.15,No,B11109
7239-HZZCX,Month-to-month,No,19.75,19.75,Yes,B11110
4872-VXRIL,One year,Yes,64.65,3665.55,No,B11111
9140-CZQZZ,Two year,Yes,79.6,5515.8,No,B11112
3423-HHXAO,One year,Yes,19.5,272,No,B11113
9938-TKDGL,Two year,Yes,99.55,6668,No,B11114
0531-ZZJWQ,Month-to-month,Yes,74.0,4052.4,No,B11115
6537-QLGEX,Month-to-month,Yes,38.9,664.4,No,B11116
2688-BHGOG,Month-to-month,Yes,79.55,718.55,No,B11117
7683-CBDKJ,Month-to-month,Yes,65.45,937.6,Yes,B11118
0946-CLJTI,Month-to-month,Yes,98.7,5812.6,Yes,B11119
3160-TYXLT,Month-to-month,Yes,46.3,2546.85,No,B11120
1325-USMEC,Two year,Yes,99.35,6944.5,No,B11121
0916-QOFDP,Month-to-month,Yes,95.8,1346.3,No,B11122
0628-CNQRM,One year,Yes,67.5,1544.05,Yes,B11123
5606-AMZBO,Month-to-month,Yes,78.15,765.15,No,B11124
6199-IPCAO,Two year,No,26.1,692.55,No,B11125
7665-TOALD,Month-to-month,Yes,69.6,69.6,Yes,B11126
0112-QWPNC,One year,No,84.35,4059.35,Yes,B11127
0324-BRPCJ,Month-to-month,Yes,100.2,6851.65,Yes,B11128
2777-PHDEI,Month-to-month,No,78.05,78.05,Yes,B11129
5640-CAXOA,One year,Yes,40.35,1187.05,No,B11130
2235-EZAIK,Two year,No,79.2,5401.9,No,B11131
3847-BAERP,Month-to-month,Yes,20.9,247,No,B11132
1196-AMORA,Month-to-month,No,73.6,520,Yes,B11133
4282-YMKNA,Month-to-month,Yes,74.75,706.6,Yes,B11134
1453-RZFON,Month-to-month,No,49.9,49.9,No,B11135
8263-OKETD,Month-to-month,Yes,68.9,1370.35,No,B11136
0670-KDOMA,Month-to-month,Yes,20.25,20.25,No,B11137
2476-YGEFM,Month-to-month,Yes,76.0,2215.25,No,B11138
8687-BAFGU,Month-to-month,No,74.0,74,No,B11139
0641-EVBOJ,Month-to-month,Yes,82.3,214.4,No,B11140
0829-XXPLX,Month-to-month,Yes,89.4,1871.15,No,B11141
9974-JFBHQ,Month-to-month,Yes,99.15,6171.2,No,B11142
5356-RHIPP,Month-to-month,Yes,20.2,20.2,Yes,B11143
6624-JDRDS,Month-to-month,No,29.45,161.45,No,B11144
0608-JDVEC,Two year,No,19.8,1013.2,No,B11145
9780-FKVVF,Month-to-month,Yes,59.15,336.7,No,B11146
1919-RTPQD,Month-to-month,No,44.75,333.65,No,B11147
5214-NLTIT,Two year,Yes,90.8,6511.8,No,B11148
3345-PBBFH,Month-to-month,Yes,49.55,393.45,No,B11149
5055-BRMNE,Two year,No,106.7,7009.5,No,B11150
9189-JWSHV,Month-to-month,Yes,93.55,2264.05,Yes,B11151
2190-PHBHR,Two year,Yes,94.45,6921.7,No,B11152
2650-GYRYL,One year,Yes,19.45,600.25,No,B11153
0746-JTRFU,Month-to-month,Yes,25.05,56.35,Yes,B11154
5208-FVQKB,Two year,No,67.95,4664.15,No,B11155
7184-LRUUR,One year,No,65.25,1441.8,No,B11156
6627-CFOSN,Month-to-month,Yes,99.45,5623.7,No,B11157
3982-JGSFD,One year,Yes,20.35,695.85,No,B11158
1574-DYCWE,Two year,No,19.95,1028.75,No,B11159
7247-XOZPB,One year,No,77.4,4155.95,No,B11160
2466-FCCPT,One year,No,19.7,395.6,No,B11161
6211-WWLTF,Two year,No,99.7,6330.4,No,B11162
4826-TZEVA,Month-to-month,No,74.8,2971.7,No,B11163
6016-NXBNJ,One year,Yes,19.15,638,No,B11164
9138-EFSMO,One year,No,78.95,2034.25,No,B11165
0576-WNXXC,Month-to-month,Yes,95.55,2510.2,Yes,B11166
4632-XJMEX,One year,No,62.85,3419.5,No,B11167
8910-LEDAG,Month-to-month,No,71.55,2427.35,No,B11168
3452-GWUIN,Month-to-month,Yes,94.95,1760.25,No,B11169
2716-GFZOR,Month-to-month,Yes,86.1,3551.65,No,B11170
3724-UCSHY,Month-to-month,No,19.55,122.9,No,B11171
8626-XHBIE,Two year,Yes,24.8,1424.2,No,B11172
4628-CTTLA,Month-to-month,Yes,39.3,2111.45,Yes,B11173
3192-LNKRK,Month-to-month,Yes,84.05,2909.95,No,B11174
4439-YRNVD,Month-to-month,No,36.25,374,No,B11175
2876-VBBBL,Month-to-month,Yes,20.25,20.25,Yes,B11176
6834-NXDCA,Month-to-month,Yes,23.9,300.8,Yes,B11177
2208-UGTGR,Month-to-month,No,98.6,5581.05,No,B11178
3005-TYFRD,Month-to-month,Yes,103.65,5676.65,No,B11179
8670-MEFCP,Two year,Yes,92.9,3379.25,No,B11180
3079-BCHLN,One year,No,19.9,942.95,No,B11181
7777-UNYHB,Month-to-month,Yes,20.1,232.4,No,B11182
5597-GLBUC,Month-to-month,Yes,85.45,85.45,Yes,B11183
7278-CKDNC,Month-to-month,Yes,80.5,2088.45,No,B11184
2748-MYRVK,One year,No,99.9,6137,Yes,B11185
8450-UYIBU,Month-to-month,Yes,39.85,1434.6,No,B11186
2969-VAPYH,One year,No,60.5,3870,No,B11187
4822-YCXMX,Month-to-month,Yes,84.8,2043.45,Yes,B11188
7181-OQCUT,Month-to-month,No,103.85,2215,No,B11189
8474-UMLNT,Month-to-month,No,67.8,842.25,No,B11190
9821-POOTN,Month-to-month,Yes,75.2,2576.2,Yes,B11191
3836-FZSDJ,Two year,No,24.85,1901,No,B11192
9142-XMYJH,Month-to-month,No,19.35,601.6,No,B11193
6559-ILWKJ,Two year,No,49.35,3515.25,Yes,B11194
0187-QSXOE,Month-to-month,Yes,89.0,605.45,No,B11195
7733-UDMTP,Month-to-month,Yes,55.0,3094.05,No,B11196
2649-HWLYB,Two year,No,76.15,4929.55,No,B11197
5214-CHIWJ,One year,No,20.3,595.05,No,B11198
4229-CZMLL,Month-to-month,Yes,74.9,469.8,Yes,B11199
6904-JLBGY,Two year,Yes,117.35,8436.25,No,B11200
2465-BLLEU,Month-to-month,Yes,19.75,19.75,No,B11201
1685-VAYJF,Month-to-month,No,45.2,492,No,B11202
8874-EJNSR,Two year,No,25.2,987.95,No,B11203
6917-YACBP,Month-to-month,Yes,89.75,5496.9,No,B11204
